,BIOGRAPHICAL INFORMATION,,,,,,,,,,,,,,TEST SCORES,,,,,,,,,,,,,,,OUTPUT
825,GvC,12,NOV,Y6,A,M,78.5,74.8,Y13,Y15,X,G,68.87,Y20,33.96226415,60.50955414,47.87878788,68.09815951,40.98360656,64.07185629,50.83798883,69.94219653,44.64285714,62.58992806,75.17241379,57.66423358,78.18181818,77.21518987,80.45977011,MP
826,ArR,17,DEC,Y6,A,M,81.4,73.5,Y13,Y15,X,J,73.3,Y20,41.50943396,70.70063694,62.42424242,61.96319018,67.21311475,80.83832335,75.41899441,53.75722543,44.64285714,64.02877698,62.75862069,62.04379562,65.45454545,72.15189873,59.77011494,BP
827,MuK,11,JUN,Y7,A,M,81.2,78.6,Y13,Y15,X,G,79.56,Y20,56.60377358,57.96178344,68.48484848,73.00613497,77.04918033,86.82634731,63.12849162,88.43930636,87.5,92.8057554,83.44827586,85.40145985,49.09090909,64.55696203,45.97701149,BP
829,AlS,11,JAN,Y7,A,M,71,76.8,Y12,Y14,X,G,78.26,Y20,33.96226415,57.96178344,57.57575758,61.96319018,47.37704918,65.26946108,65.36312849,71.0982659,78.57142857,78.41726619,83.44827586,83.94160584,74.54545455,74.6835443,66.66666667,BP
831,SiS,13,JUL,Y7,B,M,78,82,Y14,Y16,X,J,75.8,Y20,43.39622642,61.78343949,63.63636364,64.41717791,44.26229508,60.47904192,67.59776536,56.06936416,58.92857143,76.97841727,57.24137931,78.10218978,56.36363636,51.89873418,62.06896552,BP
832,ShH,12,NOV,Y6,A,M,72.6,72.4,Y13,Y15,X,G,75.35,Y20,50.94339623,71.97452229,73.33333333,69.32515337,39.3442623,61.67664671,70.94972067,79.19075145,64.28571429,68.34532374,83.44827586,67.88321168,54.54545455,72.15189873,50.57471264,BP
834,PiI,13,NOV,Y5,B,I,82.6,71.4,Y12,Y14,X,G,71.24,Y20,62.26415094,65.60509554,79.39393939,66.87116564,42.62295082,67.66467066,57.54189944,54.9132948,48.21428571,55.39568345,65.51724138,75.18248175,38.18181818,79.74683544,32.18390805,BP
835,PlM,12,AUG,Y6,B,M,64.3,60,Y12,Y14,X,J,69.5,Y20,24.52830189,63.05732484,57.57575758,58.28220859,36.06557377,59.28143713,50.83798883,58.38150289,50,74.10071942,54.48275862,66.42335766,49.09090909,36.70886076,57.47126437,MP
837,SpK,12,JUL,Y5,A,M,74.1,77.2,Y11,Y13,X,G,69.8,Y20,37.73584906,69.42675159,52.72727273,64.41717791,59.01639344,78.44311377,74.30167598,58.38150289,94.64285714,91.36690647,93.10344828,88.32116788,76.36363636,87.34177215,55.17241379,BP
838,CnS,12,JUL,Y8,A,N,83.73,86.67,Y14,Y16,X,J,68.59,Y20,52.83018868,71.97452229,56.36363636,75.4601227,47.54098361,62.8742515,63.12849162,63.00578035,66.07142857,76.97841727,69.65517241,81.02189781,69.09090909,51.89873418,75.86206897,BP
850,PiA,12,NOV,Y7,B,I,82.17,76,Y14,Y16,X,G,79.5,Y20,47.16981132,61.78343949,53.93939394,75.4601227,54.09836066,73.65269461,57.54189944,57.22543353,51.78571429,69.78417266,60,73.72262774,63.63636364,72.15189873,71.26436782,BP
852,SaS,13,JUN,Y6,B,I,84.56,75.58,Y14,Y16,X,G,83.13,Y20,66.03773585,80.89171975,64.84848485,86.50306748,57.37704918,77.24550898,73.18435754,76.87861272,53.57142857,76.97841727,61.37931034,69.34306569,63.63636364,79.74683544,41.37931034,BP
854,AeA,13,JAN,Y6,A,M,87.83,82.8,Y13,Y15,X,J,55.96,Y20,71.69811321,56.68789809,80.60606061,79.14110429,60.6557377,78.44311377,67.59776536,75.72254335,69.64285714,87.05035971,76.55172414,66.42335766,69.09090909,69.62025316,64.36781609,BP
855,MhD,12,MAR,Y6,A,I,81.5,79.5,Y13,Y15,X,G,85,Y20,69.81132075,84.7133758,70.90909091,66.87116564,67.21311475,82.03592814,70.94972067,84.97109827,83.92857143,85.61151079,86.20689655,85.40145985,63.63636364,89.87341772,62.06896552,BP
856,MrK,11,JUN,Y7,A,N,88.26,84,Y14,Y16,X,G,63.9,Y20,71.69811321,78.34394904,81.81818182,82.82208589,59.01639344,83.23353293,73.18435754,58.38150289,87.5,92.8057554,80.68965517,85.40145985,74.54545455,74.6835443,71.26436782,BP
858,AtG,16,NOV,Y6,A,K,77.2,84.2,Y13,Y15,X,G,64.35,Y20,43.39622642,56.68789809,56.36363636,80.36809816,78.68852459,79.64071856,82.12290503,76.87861272,69.64285714,84.17266187,84.82758621,59.12408759,67.27272727,82.27848101,66.66666667,BP
860,VkV,10,APR,Y6,A,M,76,80.4,Y12,Y14,X,J,66.67,Y20,41.50943396,71.97452229,57.57575758,66.87116564,59.01639344,70.05988024,66.48044693,76.87861272,60.71428571,84.17266187,73.79310345,51.82481752,72.72727273,79.74683544,59.77011494,BP
862,SaV,13,JAN,Y8,B,I,79.11,79,Y14,Y16,X,G,83.3,Y20,79.24528302,59.23566879,83.03030303,58.28220859,75.40983607,86.82634731,68.7150838,86.12716763,83.92857143,88.48920863,80.68965517,89.7810219,96.36363636,79.74683544,82.75862069,BP
867,DyJ,14,DEC,Y7,A,N,82,84.5,Y14,Y16,X,J,62.35,Y20,30.18867925,60.50955414,57.57575758,55.82822086,54.09836066,66.46706587,64.24581006,68.78612717,83.92857143,89.92805755,79.31034483,83.94160584,76.36363636,84.81012658,64.36781609,BP
869,AtV,11,DEC,Y7,A,N,84.66,78,Y14,Y16,X,J,57.85,Y20,43.39622642,64.33121019,50.3030303,76.68711656,49.18032787,67.66467066,54.18994413,56.06936416,51.78571429,56.83453237,73.79310345,63.50364964,56.36363636,69.62025316,55.17241379,MP
871,UiT,13,MAR,Y7,B,I,88.8,87.2,Y14,Y16,X,J,66.2,Y20,50.94339623,93.63057325,60,66.87116564,50.81967213,68.86227545,73.18435754,52.60115607,57.14285714,59.71223022,68.27586207,83.94160584,56.36363636,74.6835443,50.57471264,BP
872,PaD,18,MAR,Y7,B,N,88.4,89.5,Y14,Y16,X,J,64.28,Y20,26.41509434,71.97452229,53.93939394,52.14723926,49.18032787,66.46706587,60.89385475,58.38150289,67.85714286,81.29496403,73.79310345,69.34306569,65.45454545,89.87341772,59.77011494,BP
875,UaA,10,DEC,Y6,B,I,85,77,Y14,Y16,X,J,82.5,Y20,39.62264151,65.60509554,63.63636364,61.96319018,62.29508197,77.24550898,73.18435754,78.03468208,62.5,88.48920863,64.13793103,73.72262774,80,69.62025316,62.06896552,BP
879,SlA,16,JAN,Y7,A,I,82.78,73.17,Y13,Y15,X,G,86.1,Y20,49.05660377,70.70063694,69.6969697,65.64417178,80.32786885,88.0239521,67.59776536,86.12716763,94.64285714,95.68345324,84.82758621,88.32116788,67.27272727,72.15189873,41.37931034,BP
882,CiK,13,MAR,Y8,B,N,86.26,62.83,Y14,Y16,X,G,64.29,Y20,43.39622642,69.42675159,64.84848485,61.96319018,11.47540984,37.7245509,50.83798883,52.60115607,46.42857143,56.83453237,72.4137931,64.96350365,60,79.74683544,32.18390805,BP
883,AaK,12,JUN,Y7,B,I,79,71.75,Y14,Y16,X,J,81,Y20,52.83018868,71.97452229,67.27272727,69.32515337,54.09836066,73.65269461,48.60335196,75.72254335,62.5,84.17266187,79.31034483,63.50364964,69.09090909,64.55696203,68.96551724,BP
886,AlC,12,NOV,Y7,A,M,92.4,88.67,Y14,Y16,X,J,66.67,Y20,49.05660377,63.05732484,67.27272727,66.87116564,36.06557377,65.26946108,53.0726257,59.53757225,55.35714286,71.22302158,61.37931034,79.5620438,52.72727273,62.02531646,50.57471264,BP
888,IaL,9,MAR,Y7,B,N,91.6,83.2,Y14,Y16,X,G,63.31,Y20,73.58490566,83.43949045,81.81818182,81.59509202,57.37704918,68.86227545,74.30167598,53.75722543,75,89.92805755,65.51724138,89.7810219,70.90909091,56.96202532,68.96551724,MP
889,SaB,15,MAR,Y7,A,I,85.11,74.91,Y14,Y16,X,J,86,Y20,37.73584906,74.52229299,62.42424242,57.05521472,49.01639344,71.25748503,69.83240223,75.72254335,62.5,82.73381295,58.62068966,82.48175182,69.09090909,56.96202532,59.77011494,BP
890,AiA,12,AUG,Y5,B,N,76.13,63,Y12,Y14,W,F,76.23,Y20,39.62264151,60.50955414,57.57575758,69.32515337,22.78688525,52.09580838,45.25139665,54.9132948,69.64285714,71.22302158,79.31034483,79.5620438,74.54545455,84.81012658,68.96551724,BP
891,NyS,10,MAY,Y8,B,A,92,94,Y14,Y16,X,J,85,Y20,43.39622642,66.87898089,76.96969697,57.05521472,13.1147541,49.7005988,43.01675978,50.28901734,51.78571429,78.41726619,50.34482759,83.94160584,65.45454545,51.89873418,66.66666667,BP
892,SiM,13,MAR,Y8,B,N,81,75.67,Y14,Y16,X,J,63.26,Y20,56.60377358,66.87898089,74.54545455,68.09815951,26.2295082,56.88622754,47.48603352,47.97687861,55.35714286,78.41726619,57.24137931,73.72262774,40,64.55696203,41.37931034,MP
893,PaL,17,SEP,Y7,A,I,86.38,78.5,Y14,Y16,X,G,85.1,Y20,20.75471698,65.60509554,61.21212121,47.2392638,39.3442623,48.50299401,59.77653631,63.00578035,53.57142857,59.71223022,79.31034483,60.58394161,58.18181818,74.6835443,71.26436782,BP
894,SkD,15,SEP,Y5,A,I,78.22,68.5,Y13,Y15,X,G,84.31,Y20,45.09433962,63.05732484,64.84848485,77.91411043,60.6557377,77.24550898,73.18435754,80.34682081,58.92857143,82.73381295,66.89655172,62.04379562,70.90909091,87.34177215,59.77011494,BP
896,SaG,13,FEB,Y6,A,I,79.22,72.16,Y14,Y16,X,G,78.7,Y20,39.62264151,63.05732484,72.12121212,55.82822086,57.37704918,71.25748503,54.18994413,76.87861272,69.64285714,71.22302158,77.93103448,89.7810219,63.63636364,44.30379747,75.86206897,BP
898,AaA,15,JAN,Y8,B,Y,88.4,85.83,Y14,Y16,X,G,69.69,Y20,37.73584906,64.33121019,56.36363636,63.19018405,47.54098361,60.47904192,66.48044693,54.9132948,85.71428571,84.17266187,84.82758621,88.32116788,67.27272727,74.6835443,41.37931034,BP
904,ViJ,13,MAR,Y8,B,A,92,82,Y14,Y16,X,J,86,Y20,52.83018868,79.61783439,63.63636364,64.41717791,14.75409836,53.29341317,47.48603352,64.16184971,53.57142857,69.78417266,55.86206897,83.94160584,67.27272727,62.02531646,59.77011494,BP
905,AaJ,10,JUL,Y6,B,M,71.4,71.8,Y12,Y14,X,J,66.69,Y20,22.64150943,69.42675159,60,48.46625767,50.81967213,76.04790419,64.24581006,56.06936416,55.35714286,71.22302158,69.65517241,67.88321168,78.18181818,64.55696203,73.56321839,BP
906,PaK,16,APR,Y7,B,N,86.4,82.33,Y14,Y16,X,J,60.73,Y20,81.13207547,87.2611465,89.09090909,73.00613497,47.37704918,44.91017964,69.83240223,75.72254335,62.5,78.41726619,75.17241379,76.64233577,61.81818182,79.74683544,57.47126437,BP
908,VkC,12,SEP,Y7,A,M,84.4,73.8,Y14,Y16,X,G,65.34,Y20,30.18867925,64.33121019,58.78787879,64.41717791,59.01639344,77.24550898,66.48044693,81.50289017,42.85714286,56.83453237,62.75862069,66.42335766,78.18181818,94.93670886,66.66666667,LP
922,MhB,14,DEC,Y5,A,L,74.33,76,Y13,Y15,X,J,60.59,Y20,30.18867925,54.14012739,55.15151515,64.41717791,54.09836066,77.24550898,69.83240223,56.06936416,69.64285714,79.85611511,75.17241379,78.10218978,78.18181818,69.62025316,75.86206897,BP
923,NuG,9,SEP,Y4,B,N,74.13,62.33,Y12,Y14,W,F,67.2,Y20,15.09433962,57.96178344,51.51515152,53.37423313,27.86885246,50.89820359,54.18994413,45.66473988,46.42857143,72.6618705,61.37931034,62.04379562,54.54545455,92.40506329,41.37931034,BP
924,JnR,10,APR,Y8,A,A,83.6,94.08,Y14,Y16,X,G,79.6,Y20,43.39622642,65.60509554,66.06060606,59.50920245,44.26229508,58.08383234,67.59776536,69.94219653,71.42857143,82.73381295,82.06896552,70.80291971,61.81818182,74.6835443,36.7816092,BP
925,KaA,13,FEB,Y8,B,N,84.53,76.16,Y14,Y16,X,B,59.9,Y20,62.26415094,79.61783439,57.57575758,74.23312883,31.14754098,48.50299401,50.83798883,64.16184971,30.35714286,49.64028777,44.82758621,67.88321168,76.36363636,68.35443038,79.31034483,MP
928,RyH,12,APR,Y7,A,I,70.88,61.5,Y14,Y16,X,G,69.5,Y20,62.26415094,70.70063694,72.12121212,79.14110429,47.37704918,59.28143713,65.36312849,57.22543353,75,88.48920863,83.44827586,72.26277372,0,2.53164557,3.448275862,BP
929,DiS,11,NOV,Y7,B,Q,83.6,78.8,Y14,Y16,X,G,80.46,Y20,26.41509434,64.33121019,52.72727273,52.14723926,57.37704918,67.66467066,70.94972067,80.34682081,82.14285714,92.8057554,80.68965517,79.5620438,60,63.29113924,58.62068966,BP
930,MtP,8,NOV,Y6,A,N,85,80,Y13,Y15,X,B,65,Y20,62.26415094,80.89171975,72.12121212,75.4601227,60.6557377,74.8502994,68.7150838,79.19075145,21.42857143,45.32374101,57.24137931,38.68613139,78.18181818,60.75949367,83.90804598,MP
931,RaM,11,JAN,Y7,B,B,79.8,71,Y14,Y16,X,B,75.8,Y20,60.37735849,80.89171975,80.60606061,65.64417178,60.6557377,70.05988024,56.42458101,81.50289017,69.64285714,87.05035971,71.03448276,67.88321168,85.45454545,86.07594937,83.90804598,BP
935,LiV,15,OCT,Y7,B,I,82.11,69.66,Y14,Y16,X,G,83,Y20,46.98113208,64.33121019,61.21212121,73.00613497,40.98360656,62.8742515,64.24581006,66.47398844,60.71428571,85.61151079,57.24137931,76.64233577,45.45454545,60.75949367,54.02298851,BP
936,PaK,11,SEP,Y7,B,B,82.3,74.8,Y14,Y16,X,G,78.05,Y20,37.73584906,68.15286624,55.15151515,66.87116564,36.06557377,53.29341317,56.42458101,61.84971098,62.5,71.22302158,66.89655172,86.86131387,56.36363636,88.60759494,42.52873563,BP
937,NlR,10,NOV,Y7,A,Q,69.5,76,Y14,Y16,X,J,73.75,Y20,47.16981132,64.33121019,61.21212121,66.87116564,60.6557377,76.04790419,66.48044693,81.50289017,69.64285714,89.92805755,60,88.32116788,78.18181818,86.07594937,72.4137931,LP
938,SiG,11,MAR,Y7,B,Z,79,72.8,Y14,Y16,X,B,69.9,Y20,33.96226415,52.86624204,53.93939394,63.19018405,14.75409836,53.29341317,38.54748603,54.9132948,10.71428571,51.07913669,35.17241379,48.90510949,38.18181818,30.37974684,44.82758621,LP
941,NtB,13,NOV,Y7,A,B,74,64.2,Y14,Y16,X,B,66,Y20,60.37735849,65.60509554,64.84848485,75.4601227,44.26229508,59.28143713,48.60335196,66.47398844,46.42857143,55.39568345,66.89655172,62.04379562,63.63636364,60.75949367,65.51724138,LP
942,JiS,11,MAR,Y7,B,Q,84.6,76.6,Y14,Y16,X,G,76.5,Y20,52.83018868,64.33121019,78.18181818,65.64417178,59.01639344,80.83832335,67.59776536,58.38150289,44.64285714,69.78417266,60,56.20437956,70.90909091,50.63291139,79.31034483,BP
948,KlJ,9,NOV,Y6,A,I,83,74.25,Y14,Y16,X,B,77.44,Y20,60.37735849,71.97452229,73.33333333,71.7791411,55.73770492,70.05988024,64.24581006,68.78612717,51.78571429,69.78417266,69.65517241,60.58394161,67.27272727,73.41772152,65.51724138,BP
951,NhL,14,MAY,Y7,A,Q,79.6,61.2,Y14,Y16,X,J,75.29,Y20,41.50943396,64.33121019,58.78787879,65.64417178,32.78688525,59.28143713,50.83798883,49.13294798,44.64285714,69.78417266,51.72413793,64.96350365,30.90909091,55.69620253,33.33333333,BP
952,KnG,10,FEB,Y7,A,Q,82,65,Y14,Y16,X,G,68,Y20,50.94339623,56.68789809,61.21212121,76.68711656,52.45901639,56.88622754,66.48044693,78.03468208,50,75.53956835,50.34482759,78.10218978,70.90909091,65.82278481,72.4137931,BP
960,DhJ,14,FEB,Y7,A,I,69.55,64.08,Y14,Y16,X,G,86.06,Y20,58.49056604,64.33121019,66.06060606,75.4601227,60.6557377,79.64071856,72.06703911,80.34682081,73.21428571,88.48920863,75.17241379,70.80291971,81.81818182,88.60759494,77.01149425,BP
963,CeG,14,SEP,Y5,B,AA,86.5,79,Y14,Y16,X,G,64.2,Y20,52.83018868,64.33121019,78.18181818,66.87116564,54.09836066,72.45508982,67.59776536,56.06936416,57.14285714,72.6618705,75.17241379,64.96350365,65.27272727,78.48101266,65.51724138,BP
964,JtD,14,AUG,Y7,A,S,76,70.4,Y14,Y16,X,B,74.4,Y20,39.62264151,60.50955414,63.63636364,60.73619632,45.73770492,67.66467066,65.36312849,53.75722543,39.28571429,72.6618705,72.4137931,66.42335766,76.36363636,86.07594937,79.31034483,BP
966,MtR,13,OCT,Y8,B,S,78.5,74.4,Y14,Y16,X,B,76.27,Y20,45.28301887,82.1656051,60,66.87116564,47.54098361,71.25748503,51.95530726,53.75722543,35.71428571,64.02877698,37.93103448,78.10218978,63.63636364,83.5443038,51.72413793,BP
969,GrJ,14,FEB,Y8,B,Q,80.4,72.4,Y14,Y16,X,G,80.8,Y20,43.39622642,64.33121019,62.42424242,64.41717791,39.3442623,66.46706587,55.30726257,52.60115607,46.42857143,64.02877698,57.24137931,70.80291971,56.36363636,58.2278481,56.32183908,BP
973,KlS,10,DEC,Y7,B,Q,88,75,Y14,Y16,X,J,79,Y20,43.39622642,69.42675159,68.48484848,63.19018405,47.37704918,66.46706587,64.24581006,54.9132948,55.35714286,66.90647482,64.13793103,76.64233577,60,75.94936709,54.02298851,BP
974,DaV,14,JUN,Y7,B,J,78.6,67.6,Y14,Y16,X,B,72.07,Y20,64.1509434,66.87898089,80.60606061,74.23312883,34.42622951,47.30538922,54.18994413,64.16184971,37.5,58.27338129,48.96551724,70.80291971,54.54545455,60.75949367,51.72413793,MP
979,AaP,12,NOV,Y7,B,I,81.33,66.17,Y14,Y16,X,G,82.5,Y20,54.71698113,68.15286624,67.27272727,61.96319018,55.73770492,56.88622754,70.94972067,74.56647399,42.85714286,61.15107914,57.24137931,69.34306569,85.45454545,83.5443038,83.90804598,MP
980,SaM,15,OCT,Y7,B,E,89.44,75.33,Y14,Y16,X,B,75.2,Y20,20.75471698,51.59235669,52.72727273,53.37423313,32.78688525,56.88622754,50.83798883,58.38150289,41.07142857,64.02877698,40.68965517,73.72262774,69.09090909,63.29113924,72.4137931,BP
985,PhM,15,APR,Y6,A,M,70.2,62.8,Y13,Y15,X,J,71.8,Y20,47.16981132,65.60509554,62.42424242,65.64417178,55.73770492,74.8502994,60.89385475,61.84971098,66.07142857,78.41726619,68.27586207,82.48175182,70.90909091,75.94936709,72.4137931,BP
987,ViS,11,FEB,Y6,B,I,84.33,77.66,Y13,Y15,X,J,85.2,Y20,43.39622642,73.24840764,64.84848485,63.19018405,45.73770492,67.66467066,56.42458101,68.78612717,60.71428571,75.53956835,62.75862069,82.48175182,74.54545455,78.48101266,72.4137931,BP
988,AlS,10,APR,Y6,A,M,78,76.4,Y12,Y14,X,B,90.6,Y20,54.71698113,56.68789809,51.51515152,80.36809816,81.96721311,82.03592814,84.3575419,87.28323699,23.21428571,43.88489209,58.62068966,50.3649635,78.18181818,91.13924051,70.11494253,MP
989,GpV,15,MAR,Y6,A,M,75.3,77.6,Y13,Y15,X,G,74.7,Y20,79.24528302,92.3566879,85.45454545,81.59509202,57.37704918,80.83832335,68.7150838,57.22543353,64.28571429,78.41726619,75.17241379,70.80291971,83.63636364,83.5443038,88.50574713,BP
990,PiE,13,JUL,Y6,B,N,81.73,86.5,Y13,Y15,X,D,62.47,Y20,62.26415094,59.23566879,76.96969697,79.14110429,37.70491803,59.28143713,58.65921788,53.75722543,64.28571429,82.73381295,71.03448276,72.26277372,58.18181818,68.35443038,54.02298851,MP
995,SsD,15,NOV,Y6,A,I,85,80.33,Y14,Y16,X,B,83.4,Y20,22.64150943,49.04458599,53.93939394,57.05521472,49.01639344,67.66467066,62.01117318,58.38150289,46.42857143,75.53956835,54.48275862,59.12408759,70.90909091,60.75949367,79.31034483,BP
996,DaP,14,OCT,Y6,A,I,85.6,75.4,Y14,Y16,X,B,79.5,Y20,54.71698113,82.1656051,76.96969697,61.96319018,42.45901639,66.46706587,65.36312849,60.69364162,53.57142857,74.10071942,55.86206897,79.5620438,87.27272727,93.67088608,86.20689655,MP
997,TnM,10,SEP,Y7,A,Q,78,66.6,Y14,Y16,X,B,68.82,Y20,45.28301887,75.79617834,56.36363636,64.41717791,54.09836066,70.05988024,62.01117318,65.31791908,33.92857143,64.02877698,42.06896552,64.96350365,67.27272727,75.94936709,60.91954023,MP
999,StK,11,OCT,Y7,A,S,70.2,71,Y14,Y16,X,B,69.68,Y20,54.71698113,69.42675159,72.12121212,68.09815951,54.09836066,65.26946108,75.41899441,67.6300578,39.28571429,58.27338129,61.37931034,59.12408759,83.63636364,75.94936709,86.20689655,MP
1001,DiG,13,OCT,Y7,B,J,88.9,82.4,Y14,Y16,X,J,78.7,Y20,64.1509434,60.50955414,67.27272727,82.82208589,36.06557377,50.89820359,55.30726257,54.9132948,30.35714286,53.95683453,47.5862069,56.20437956,67.27272727,73.41772152,65.51724138,BP
1004,SaK,10,DEC,Y7,B,N,78.4,72.5,Y14,Y16,X,J,60.68,Y20,66.03773585,73.24840764,78.18181818,77.91411043,50.81967213,61.67664671,65.36312849,52.60115607,58.92857143,76.97841727,64.13793103,75.18248175,70.90909091,73.41772152,72.4137931,BP
1007,KvH,16,DEC,Y7,A,I,80.33,68.83,Y14,Y16,X,G,85,Y20,60.37735849,64.33121019,76.96969697,76.68711656,77.04918033,79.64071856,82.12290503,83.8150289,60.71428571,76.97841727,71.03448276,67.88321168,80,91.13924051,77.01149425,MP
1008,AaG,18,DEC,Y6,A,I,88,84,Y14,Y16,X,B,79.7,Y20,50.94339623,66.87898089,74.54545455,68.09815951,55.73770492,79.64071856,55.30726257,80.34682081,44.64285714,79.85611511,64.13793103,53.28467153,81.81818182,75.94936709,83.90804598,BP
1010,ZnA,12,AUG,Y7,A,N,72,67.23,Y14,Y17,X,B,62.26,Y20,67.9245283,82.1656051,66.06060606,86.50306748,29.50819672,54.49101796,48.60335196,54.9132948,25,48.20143885,36.55172414,60.58394161,47.27272727,50.63291139,47.12643678,LP
1016,AaP,16,APR,Y7,B,N,85.6,82,Y14,Y16,X,G,62.49,Y20,66.03773585,77.07006369,0,0,27.86885246,0,0,0,57.14285714,0,0,0,69.09090909,68.35443038,67.81609195,BP
1017,RlS,10,SEP,Y7,A,S,82,71,Y14,Y16,X,G,71.26,Y20,54.71698113,74.52229299,68.48484848,68.09815951,26.2295082,48.50299401,53.0726257,53.75722543,37.5,56.83453237,66.89655172,53.28467153,61.81818182,75.94936709,56.32183908,MP
1018,SaK,10,JUN,Y7,B,N,86.6,77.2,Y13,Y15,X,C,66.07,Y20,71.69811321,64.33121019,83.03030303,57.05521472,39.3442623,60.47904192,59.77653631,54.9132948,57.14285714,76.97841727,60,76.64233577,63.63636364,70.88607595,60.91954023,MP
1019,DaA,14,JUL,Y7,B,Q,80.2,66.6,Y14,Y16,X,G,68.2,Y20,58.49056604,69.42675159,78.18181818,49.69325153,29.50819672,54.49101796,50.83798883,52.60115607,50,56.83453237,65.51724138,79.5620438,52.72727273,81.01265823,40.22988506,LP
1020,GvA,11,APR,Y7,A,Q,80.8,70.8,Y14,Y16,X,G,77.59,Y20,60.37735849,74.52229299,74.54545455,73.00613497,63.93442623,78.44311377,65.36312849,56.06936416,67.85714286,78.41726619,64.13793103,89.7810219,81.81818182,81.01265823,83.90804598,BP
1021,DaK,10,JUL,Y7,B,S,84.8,74.8,Y14,Y16,X,G,79.7,Y20,56.60377358,65.60509554,62.42424242,76.68711656,49.18032787,56.88622754,62.01117318,68.78612717,76.78571429,78.41726619,80.68965517,86.86131387,81.81818182,70.88607595,86.20689655,BP
1022,SaS,14,OCT,Y8,B,Q,76.66,68.6,Y14,Y16,X,G,78.1,Y20,43.39622642,55.41401274,53.93939394,68.09815951,44.26229508,62.8742515,54.18994413,65.31791908,46.42857143,62.58992806,64.13793103,64.96350365,83.63636364,83.5443038,81.6091954,BP
1024,KnA,9,APR,Y8,A,S,65.83,68.4,Y14,Y16,X,B,73,Y20,58.49056604,69.42675159,73.33333333,64.41717791,59.01639344,76.04790419,74.30167598,50.28901734,44.64285714,72.6618705,65.51724138,54.74452555,72.72727273,68.35443038,74.71264368,BP
1028,NlT,12,APR,Y7,A,T,82,72.4,Y14,Y16,X,L,71.33,Y20,67.9245283,70.70063694,78.18181818,80.36809816,37.70491803,52.09580838,55.30726257,65.31791908,37.5,69.78417266,51.72413793,51.82481752,63.63636364,58.2278481,67.81609195,BP
1029,MaT,13,APR,Y8,B,Q,82.9,62.8,Y14,Y16,X,B,72.16,Y20,43.20754717,61.78343949,83.03030303,63.19018405,40.98360656,49.7005988,72.06703911,52.60115607,32.14285714,51.07913669,51.72413793,67.88321168,69.09090909,78.48101266,65.51724138,BP
1030,SyM,24,JUL,Y8,A,Q,81.29,75.11,Y14,Y16,X,L,74.11,Y20,60.37735849,83.43949045,63.63636364,74.23312883,50.81967213,60.47904192,68.7150838,53.75722543,39.28571429,45.32374101,57.24137931,63.50364964,70.90909091,58.2278481,77.01149425,BP
1033,PpS,14,NOV,Y7,A,Q,79.8,75.83,Y14,Y16,X,G,74.72,Y20,71.69811321,88.53503185,79.39393939,60.73619632,47.54098361,53.29341317,64.24581006,61.84971098,78.57142857,95.68345324,84.82758621,73.72262774,80,93.67088608,72.4137931,BP
1035,ShM,11,APR,Y8,A,Q,71.2,68,Y14,Y16,X,B,70.1,Y20,20.56603774,57.96178344,61.21212121,48.46625767,32.62295082,62.8742515,51.95530726,60.69364162,30.35714286,53.95683453,54.48275862,50.3649635,47.27272727,88.60759494,35.63218391,MP
1036,HnC,17,APR,Y7,A,Q,86.4,65.3,Y14,Y16,X,B,69.6,Y20,43.39622642,63.05732484,58.78787879,68.09815951,55.73770492,76.04790419,70.94972067,64.16184971,50,79.85611511,68.27586207,51.82481752,65.45454545,78.48101266,58.62068966,LP
1037,SlV,16,OCT,Y7,A,Q,78.6,61,Y14,Y16,X,B,65.8,Y20,13.20754717,55.41401274,57.57575758,43.55828221,36.06557377,50.89820359,62.01117318,53.75722543,32.14285714,51.07913669,51.72413793,63.50364964,69.09090909,53.16455696,77.01149425,MP
1043,VsB,11,JAN,Y8,A,Q,78.6,61.1,Y14,Y16,X,B,68.7,Y20,73.58490566,64.33121019,85.45454545,59.50920245,45.90163934,61.67664671,47.48603352,60.69364162,37.5,65.4676259,66.89655172,43.06569343,78.18181818,81.01265823,77.01149425,LP
1044,NaA,11,AUG,Y8,B,N,84.93,77.17,Y14,Y16,X,J,61.91,Y20,60.37735849,63.05732484,69.6969697,75.4601227,21.31147541,52.09580838,48.60335196,45.66473988,50,75.53956835,65.51724138,57.66423358,54.54545455,55.69620253,56.32183908,MP
1045,AgD,12,SEP,Y8,A,Q,82.3,80.8,Y14,Y16,X,L,72.24,Y20,33.96226415,60.50955414,62.42424242,58.28220859,26.2295082,54.49101796,48.60335196,54.9132948,21.42857143,51.07913669,29.65517241,50.3649635,45.45454545,73.41772152,31.03448276,BP
1048,KlT,13,NOV,Y7,A,Q,69.6,64.22,Y14,Y16,X,B,70.72,Y20,45.28301887,68.15286624,50.3030303,68.09815951,32.78688525,49.7005988,51.95530726,65.31791908,26.78571429,48.20143885,54.48275862,54.74452555,61.81818182,75.94936709,56.32183908,BP
1049,NaA,15,APR,Y7,B,J,86,72.2,Y14,Y16,X,J,71.49,Y20,43.39622642,56.68789809,66.06060606,68.09815951,49.18032787,60.47904192,67.59776536,50.28901734,46.42857143,56.83453237,55.86206897,86.86131387,80,78.48101266,79.31034483,BP
